LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ
E01001100,Croydon 031E,E02000224,Croydon 031,E09000008,Croydon,E12000007,London,"1473","1472","1",60.5000,"619",2.4000
E01001101,Croydon 035B,E02000228,Croydon 035,E09000008,Croydon,E12000007,London,"1423","1423","0",26.0000,"509",2.8000
E01001102,Croydon 035C,E02000228,Croydon 035,E09000008,Croydon,E12000007,London,"1463","1454","9",23.0000,"605",2.4000
E01001103,Croydon 039A,E02000232,Croydon 039,E09000008,Croydon,E12000007,London,"1680","1680","0",22.8000,"651",2.6000
E01001104,Croydon 042D,E02000235,Croydon 042,E09000008,Croydon,E12000007,London,"1665","1665","0",9.8000,"642",2.6000
E01001105,Croydon 039B,E02000232,Croydon 039,E09000008,Croydon,E12000007,London,"1729","1729","0",17.5000,"632",2.7000
E01001106,Croydon 039C,E02000232,Croydon 039,E09000008,Croydon,E12000007,London,"1490","1490","0",34.6000,"540",2.8000
E01001107,Croydon 035D,E02000228,Croydon 035,E09000008,Croydon,E12000007,London,"1616","1586","30",21.4000,"662",2.4000
E01001108,Croydon 035E,E02000228,Croydon 035,E09000008,Croydon,E12000007,London,"1711","1711","0",31.4000,"628",2.7000
E01001109,Croydon 013B,E02000206,Croydon 013,E09000008,Croydon,E12000007,London,"2039","1935","104",43.3000,"845",2.3000
E01001110,Croydon 020D,E02000213,Croydon 020,E09000008,Croydon,E12000007,London,"1787","1772","15",116.1000,"771",2.3000
E01001111,Croydon 010D,E02000203,Croydon 010,E09000008,Croydon,E12000007,London,"1607","1604","3",78.6000,"610",2.6000
E01001112,Croydon 013C,E02000206,Croydon 013,E09000008,Croydon,E12000007,London,"1718","1693","25",48.3000,"763",2.2000
E01001113,Croydon 013D,E02000206,Croydon 013,E09000008,Croydon,E12000007,London,"1828","1828","0",103.7000,"795",2.3000
E01001114,Croydon 013E,E02000206,Croydon 013,E09000008,Croydon,E12000007,London,"1400","1400","0",78.5000,"585",2.4000
E01001115,Croydon 015B,E02000208,Croydon 015,E09000008,Croydon,E12000007,London,"1706","1706","0",77.8000,"657",2.6000
E01001116,Croydon 013F,E02000206,Croydon 013,E09000008,Croydon,E12000007,London,"1359","1359","0",86.1000,"528",2.6000
E01001117,Croydon 015C,E02000208,Croydon 015,E09000008,Croydon,E12000007,London,"2761","2655","106",158.6000,"1113",2.4000
E01001118,Croydon 020E,E02000213,Croydon 020,E09000008,Croydon,E12000007,London,"1882","1882","0",101.2000,"795",2.4000
E01001119,Croydon 034G,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1470","1470","0",21.3000,"576",2.6000
E01001120,Croydon 033A,E02000226,Croydon 033,E09000008,Croydon,E12000007,London,"1263","1263","0",41.2000,"480",2.6000
E01001121,Croydon 039D,E02000232,Croydon 039,E09000008,Croydon,E12000007,London,"1308","1279","29",5.9000,"501",2.6000
E01001122,Croydon 033B,E02000226,Croydon 033,E09000008,Croydon,E12000007,London,"1539","1384","155",12.4000,"507",2.7000
E01001123,Croydon 033C,E02000226,Croydon 033,E09000008,Croydon,E12000007,London,"1514","1514","0",20.2000,"598",2.5000
E01001124,Croydon 033D,E02000226,Croydon 033,E09000008,Croydon,E12000007,London,"1573","1539","34",26.2000,"609",2.5000
E01001125,Croydon 033E,E02000226,Croydon 033,E09000008,Croydon,E12000007,London,"1650","1650","0",42.5000,"602",2.7000
E01001126,Croydon 034H,E02000227,Croydon 034,E09000008,Croydon,E12000007,London,"1402","1402","0",63.8000,"598",2.3000
E01001127,Croydon 025A,E02000218,Croydon 025,E09000008,Croydon,E12000007,London,"1607","1607","0",48.7000,"574",2.8000
E01001128,Croydon 025B,E02000218,Croydon 025,E09000008,Croydon,E12000007,London,"1611","1611","0",73.4000,"566",2.8000
E01001129,Croydon 026D,E02000219,Croydon 026,E09000008,Croydon,E12000007,London,"1455","1455","0",50.1000,"502",2.9000
E01001130,Croydon 025C,E02000218,Croydon 025,E09000008,Croydon,E12000007,London,"1776","1776","0",128.6000,"598",3.0000
E01001131,Croydon 018C,E02000211,Croydon 018,E09000008,Croydon,E12000007,London,"1563","1563","0",95.4000,"685",2.3000
E01001132,Croydon 018D,E02000211,Croydon 018,E09000008,Croydon,E12000007,London,"1464","1464","0",33.9000,"607",2.4000
E01001133,Croydon 026E,E02000219,Croydon 026,E09000008,Croydon,E12000007,London,"1557","1557","0",39.0000,"726",2.1000
E01001134,Croydon 018E,E02000211,Croydon 018,E09000008,Croydon,E12000007,London,"1617","1617","0",43.0000,"697",2.3000
E01001135,Croydon 025D,E02000218,Croydon 025,E09000008,Croydon,E12000007,London,"1646","1646","0",36.5000,"631",2.6000
E01001136,Croydon 007A,E02000200,Croydon 007,E09000008,Croydon,E12000007,London,"1880","1828","52",66.7000,"927",2.0000
E01001137,Croydon 001A,E02000194,Croydon 001,E09000008,Croydon,E12000007,London,"1769","1739","30",49.8000,"875",2.0000
E01001138,Croydon 001B,E02000194,Croydon 001,E09000008,Croydon,E12000007,London,"1582","1582","0",60.3000,"774",2.0000
E01001139,Croydon 007B,E02000200,Croydon 007,E09000008,Croydon,E12000007,London,"1602","1602","0",86.9000,"694",2.3000
E01001140,Croydon 007C,E02000200,Croydon 007,E09000008,Croydon,E12000007,London,"1613","1573","40",46.0000,"773",2.0000
E01001141,Croydon 008A,E02000201,Croydon 008,E09000008,Croydon,E12000007,London,"1246","1246","0",81.5000,"568",2.2000
E01001142,Croydon 007D,E02000200,Croydon 007,E09000008,Croydon,E12000007,London,"1526","1526","0",49.2000,"620",2.5000
E01001143,Croydon 008B,E02000201,Croydon 008,E09000008,Croydon,E12000007,London,"1941","1941","0",86.8000,"848",2.3000
E01001144,Croydon 007E,E02000200,Croydon 007,E09000008,Croydon,E12000007,London,"1673","1663","10",139.2000,"797",2.1000
E01001145,Croydon 008C,E02000201,Croydon 008,E09000008,Croydon,E12000007,London,"1686","1686","0",120.7000,"848",2.0000
E01001146,Croydon 006A,E02000199,Croydon 006,E09000008,Croydon,E12000007,London,"1615","1615","0",122.5000,"607",2.7000
E01001147,Croydon 005A,E02000198,Croydon 005,E09000008,Croydon,E12000007,London,"1622","1621","1",80.7000,"620",2.6000
E01001148,Croydon 005B,E02000198,Croydon 005,E09000008,Croydon,E12000007,London,"1613","1605","8",113.4000,"673",2.4000
E01001149,Croydon 006B,E02000199,Croydon 006,E09000008,Croydon,E12000007,London,"1572","1572","0",114.7000,"619",2.5000
E01001150,Croydon 006C,E02000199,Croydon 006,E09000008,Croydon,E12000007,London,"1655","1652","3",59.6000,"620",2.7000
E01001151,Croydon 005C,E02000198,Croydon 005,E09000008,Croydon,E12000007,London,"1600","1569","31",95.8000,"671",2.3000
E01001152,Croydon 005D,E02000198,Croydon 005,E09000008,Croydon,E12000007,London,"1671","1662","9",97.1000,"674",2.5000
E01001153,Croydon 006D,E02000199,Croydon 006,E09000008,Croydon,E12000007,London,"1619","1617","2",115.7000,"591",2.7000
E01001154,Croydon 006E,E02000199,Croydon 006,E09000008,Croydon,E12000007,London,"1969","1967","2",111.7000,"735",2.7000
E01001155,Croydon 010E,E02000203,Croydon 010,E09000008,Croydon,E12000007,London,"1603","1591","12",118.2000,"761",2.1000
E01001156,Croydon 001C,E02000194,Croydon 001,E09000008,Croydon,E12000007,London,"1718","1638","80",61.8000,"721",2.3000
E01001157,Croydon 002B,E02000195,Croydon 002,E09000008,Croydon,E12000007,London,"1703","1697","6",51.3000,"615",2.8000
E01001158,Croydon 005E,E02000198,Croydon 005,E09000008,Croydon,E12000007,London,"1564","1564","0",74.5000,"700",2.2000
E01001159,Croydon 002C,E02000195,Croydon 002,E09000008,Croydon,E12000007,London,"1801","1801","0",44.7000,"741",2.4000
E01001160,Croydon 002D,E02000195,Croydon 002,E09000008,Croydon,E12000007,London,"1881","1881","0",58.6000,"627",3.0000
E01001161,Croydon 003D,E02000196,Croydon 003,E09000008,Croydon,E12000007,London,"1849","1849","0",62.1000,"566",3.3000
E01001162,Croydon 001D,E02000194,Croydon 001,E09000008,Croydon,E12000007,London,"1724","1698","26",54.9000,"767",2.2000
E01001163,Croydon 002E,E02000195,Croydon 002,E09000008,Croydon,E12000007,London,"1939","1939","0",68.7000,"798",2.4000
E01001164,Croydon 001E,E02000194,Croydon 001,E09000008,Croydon,E12000007,London,"1903","1879","24",104.2000,"962",2.0000
E01001165,Croydon 024C,E02000217,Croydon 024,E09000008,Croydon,E12000007,London,"1656","1656","0",91.7000,"676",2.4000
E01001166,Croydon 024D,E02000217,Croydon 024,E09000008,Croydon,E12000007,London,"1814","1814","0",103.2000,"835",2.2000
E01001167,Croydon 028A,E02000221,Croydon 028,E09000008,Croydon,E12000007,London,"2193","2193","0",38.9000,"829",2.6000
E01001168,Croydon 024E,E02000217,Croydon 024,E09000008,Croydon,E12000007,London,"1737","1737","0",77.5000,"740",2.3000
E01001169,Croydon 028B,E02000221,Croydon 028,E09000008,Croydon,E12000007,London,"1680","1680","0",75.1000,"651",2.6000
E01001170,Croydon 027E,E02000220,Croydon 027,E09000008,Croydon,E12000007,London,"2050","1946","104",79.6000,"989",2.0000
E01001171,Croydon 028C,E02000221,Croydon 028,E09000008,Croydon,E12000007,London,"1638","1484","154",55.0000,"681",2.2000
E01001172,Croydon 028D,E02000221,Croydon 028,E09000008,Croydon,E12000007,London,"1748","1726","22",24.9000,"616",2.8000
E01001173,Croydon 028E,E02000221,Croydon 028,E09000008,Croydon,E12000007,London,"2561","2547","14",25.2000,"1089",2.3000
E01001174,Croydon 011A,E02000204,Croydon 011,E09000008,Croydon,E12000007,London,"1620","1620","0",70.8000,"523",3.1000
E01001175,Croydon 011B,E02000204,Croydon 011,E09000008,Croydon,E12000007,London,"1542","1448","94",101.7000,"527",2.7000
E01001176,Croydon 011C,E02000204,Croydon 011,E09000008,Croydon,E12000007,London,"1902","1899","3",75.4000,"628",3.0000
E01001177,Croydon 016C,E02000209,Croydon 016,E09000008,Croydon,E12000007,London,"1617","1614","3",55.0000,"551",2.9000
E01001178,Croydon 015D,E02000208,Croydon 015,E09000008,Croydon,E12000007,London,"1365","1341","24",75.6000,"505",2.7000
E01001179,Croydon 016D,E02000209,Croydon 016,E09000008,Croydon,E12000007,London,"1534","1534","0",133.9000,"538",2.9000
E01001180,Croydon 016E,E02000209,Croydon 016,E09000008,Croydon,E12000007,London,"1737","1737","0",113.6000,"609",2.9000
E01001181,Croydon 015E,E02000208,Croydon 015,E09000008,Croydon,E12000007,London,"1829","1818","11",125.4000,"759",2.4000
E01001182,Croydon 011D,E02000204,Croydon 011,E09000008,Croydon,E12000007,London,"1422","1422","0",109.3000,"462",3.1000
E01001183,Croydon 011E,E02000204,Croydon 011,E09000008,Croydon,E12000007,London,"1572","1572","0",116.4000,"550",2.9000
E01001184,Croydon 011F,E02000204,Croydon 011,E09000008,Croydon,E12000007,London,"1349","1349","0",71.5000,"456",3.0000
E01001185,Croydon 014B,E02000207,Croydon 014,E09000008,Croydon,E12000007,London,"1636","1636","0",81.4000,"717",2.3000
E01001186,Croydon 014C,E02000207,Croydon 014,E09000008,Croydon,E12000007,London,"1745","1743","2",96.9000,"841",2.1000
E01001187,Croydon 017E,E02000210,Croydon 017,E09000008,Croydon,E12000007,London,"1945","1940","5",117.0000,"809",2.4000
E01001188,Croydon 014D,E02000207,Croydon 014,E09000008,Croydon,E12000007,London,"1833","1818","15",97.5000,"728",2.5000
E01001189,Croydon 045B,E02006788,Croydon 045,E09000008,Croydon,E12000007,London,"1211","1211","0",102.7000,"465",2.6000
E01001190,Croydon 045C,E02006788,Croydon 045,E09000008,Croydon,E12000007,London,"1586","1586","0",62.9000,"616",2.6000
E01001191,Croydon 008D,E02000201,Croydon 008,E09000008,Croydon,E12000007,London,"1764","1764","0",112.3000,"823",2.1000
E01001192,Croydon 008E,E02000201,Croydon 008,E09000008,Croydon,E12000007,London,"1644","1644","0",88.5000,"727",2.3000
E01001193,Croydon 014E,E02000207,Croydon 014,E09000008,Croydon,E12000007,London,"1807","1807","0",102.5000,"583",3.1000
E01001194,Croydon 045D,E02006788,Croydon 045,E09000008,Croydon,E12000007,London,"1572","1572","0",29.0000,"624",2.5000
E01001195,Ealing 021A,E02000258,Ealing 021,E09000009,Ealing,E12000007,London,"1833","1833","0",44.2000,"598",3.1000
E01001196,Ealing 015A,E02000252,Ealing 015,E09000009,Ealing,E12000007,London,"1766","1727","39",77.1000,"762",2.3000
E01001197,Ealing 021B,E02000258,Ealing 021,E09000009,Ealing,E12000007,London,"1753","1700","53",43.5000,"668",2.5000
E01001198,Ealing 021C,E02000258,Ealing 021,E09000009,Ealing,E12000007,London,"1440","1432","8",131.6000,"584",2.5000
E01001199,Ealing 021D,E02000258,Ealing 021,E09000009,Ealing,E12000007,London,"1704","1694","10",161.1000,"694",2.4000
E01001200,Ealing 025A,E02000262,Ealing 025,E09000009,Ealing,E12000007,London,"1516","1508","8",112.0000,"586",2.6000
E01001201,Ealing 025B,E02000262,Ealing 025,E09000009,Ealing,E12000007,London,"1561","1537","24",127.3000,"642",2.4000
E01001202,Ealing 025C,E02000262,Ealing 025,E09000009,Ealing,E12000007,London,"2120","2114","6",129.7000,"871",2.4000
E01001203,Ealing 025D,E02000262,Ealing 025,E09000009,Ealing,E12000007,London,"1734","1732","2",188.1000,"861",2.0000
E01001204,Ealing 018A,E02000255,Ealing 018,E09000009,Ealing,E12000007,London,"1589","1586","3",94.4000,"585",2.7000
E01001205,Ealing 018B,E02000255,Ealing 018,E09000009,Ealing,E12000007,London,"1559","1559","0",63.3000,"598",2.6000
E01001206,Ealing 018C,E02000255,Ealing 018,E09000009,Ealing,E12000007,London,"1714","1714","0",114.4000,"582",2.9000
E01001207,Ealing 018D,E02000255,Ealing 018,E09000009,Ealing,E12000007,London,"1570","1570","0",98.4000,"668",2.4000
E01001208,Ealing 018E,E02000255,Ealing 018,E09000009,Ealing,E12000007,London,"1366","1366","0",25.3000,"498",2.7000
E01001209,Ealing 013A,E02000250,Ealing 013,E09000009,Ealing,E12000007,London,"1712","1712","0",61.9000,"647",2.6000
E01001210,Ealing 016A,E02000253,Ealing 016,E09000009,Ealing,E12000007,London,"1679","1675","4",74.2000,"740",2.3000
E01001211,Ealing 013B,E02000250,Ealing 013,E09000009,Ealing,E12000007,London,"1702","1649","53",94.5000,"705",2.3000
E01001212,Ealing 018F,E02000255,Ealing 018,E09000009,Ealing,E12000007,London,"1667","1534","133",58.4000,"691",2.2000
E01001213,Ealing 023A,E02000260,Ealing 023,E09000009,Ealing,E12000007,London,"1830","1810","20",121.2000,"503",3.6000
E01001214,Ealing 023B,E02000260,Ealing 023,E09000009,Ealing,E12000007,London,"1749","1749","0",75.2000,"477",3.7000
E01001215,Ealing 023C,E02000260,Ealing 023,E09000009,Ealing,E12000007,London,"1765","1765","0",101.5000,"552",3.2000
E01001216,Ealing 023D,E02000260,Ealing 023,E09000009,Ealing,E12000007,London,"1564","1537","27",110.4000,"476",3.2000
E01001217,Ealing 014A,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,"1539","1539","0",82.3000,"455",3.4000
E01001218,Ealing 012A,E02000249,Ealing 012,E09000009,Ealing,E12000007,London,"1908","1908","0",69.1000,"692",2.8000
E01001219,Ealing 029A,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,"2046","2015","31",123.9000,"674",3.0000
E01001220,Ealing 029B,E02000266,Ealing 029,E09000009,Ealing,E12000007,London,"1509","1509","0",16.2000,"471",3.2000
E01001221,Ealing 020A,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,"1861","1837","24",61.5000,"952",1.9000
E01001222,Ealing 019A,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,"2384","2381","3",126.0000,"1150",2.1000
E01001223,Ealing 020B,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,"1517","1408","109",67.9000,"643",2.2000
E01001224,Ealing 019B,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,"1616","1609","7",67.6000,"570",2.8000
E01001225,Ealing 020C,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,"1790","1772","18",76.4000,"807",2.2000
E01001226,Ealing 019C,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,"1535","1491","44",67.0000,"668",2.2000
E01001227,Ealing 019D,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,"1514","1490","24",87.6000,"602",2.5000
E01001228,Ealing 019E,E02000256,Ealing 019,E09000009,Ealing,E12000007,London,"1812","1680","132",68.1000,"792",2.1000
E01001229,Ealing 031A,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,"1522","1522","0",74.7000,"597",2.5000
E01001230,Ealing 031B,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,"1488","1372","116",77.8000,"629",2.2000
E01001231,Ealing 027A,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,"1866","1866","0",46.4000,"696",2.7000
E01001232,Ealing 031C,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,"1538","1538","0",71.3000,"612",2.5000
E01001233,Ealing 031D,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,"1424","1424","0",83.5000,"599",2.4000
E01001234,Ealing 027B,E02000264,Ealing 027,E09000009,Ealing,E12000007,London,"1401","1391","10",45.8000,"640",2.2000
E01001235,Ealing 020D,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,"1597","1487","110",58.2000,"691",2.2000
E01001236,Ealing 020E,E02000257,Ealing 020,E09000009,Ealing,E12000007,London,"1590","1587","3",113.5000,"741",2.1000
E01001237,Ealing 031E,E02000268,Ealing 031,E09000009,Ealing,E12000007,London,"1593","1476","117",67.5000,"652",2.3000
E01001238,Ealing 015B,E02000252,Ealing 015,E09000009,Ealing,E12000007,London,"2868","2868","0",69.7000,"1236",2.3000
E01001239,Ealing 015C,E02000252,Ealing 015,E09000009,Ealing,E12000007,London,"1542","1522","20",37.1000,"553",2.8000
E01001240,Ealing 024A,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,"1615","1615","0",82.3000,"512",3.2000
E01001241,Ealing 024B,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,"1501","1501","0",42.5000,"503",3.0000
E01001242,Ealing 024C,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,"1455","1441","14",69.8000,"524",2.8000
E01001243,Ealing 024D,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,"1742","1742","0",78.5000,"649",2.7000
E01001244,Ealing 024E,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,"2539","2539","0",118.8000,"1099",2.3000
E01001245,Ealing 024F,E02000261,Ealing 024,E09000009,Ealing,E12000007,London,"1914","1914","0",172.7000,"823",2.3000
E01001246,Ealing 015D,E02000252,Ealing 015,E09000009,Ealing,E12000007,London,"1360","1360","0",13.5000,"492",2.8000
E01001247,Ealing 015E,E02000252,Ealing 015,E09000009,Ealing,E12000007,London,"2170","2170","0",19.1000,"674",3.2000
E01001248,Ealing 035A,E02000272,Ealing 035,E09000009,Ealing,E12000007,London,"1592","1547","45",23.9000,"581",2.7000
E01001249,Ealing 028A,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,"2370","2316","54",152.3000,"1025",2.3000
E01001250,Ealing 028B,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,"2041","2005","36",82.5000,"983",2.0000
E01001251,Ealing 030A,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,"1654","1654","0",88.5000,"659",2.5000
E01001252,Ealing 030B,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,"1938","1938","0",100.1000,"768",2.5000
E01001253,Ealing 030C,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,"1649","1646","3",101.0000,"670",2.5000
E01001254,Ealing 030D,E02000267,Ealing 030,E09000009,Ealing,E12000007,London,"1685","1675","10",80.4000,"750",2.2000
E01001255,Ealing 028C,E02000265,Ealing 028,E09000009,Ealing,E12000007,London,"1610","1603","7",90.8000,"608",2.6000
E01001257,Ealing 008A,E02000245,Ealing 008,E09000009,Ealing,E12000007,London,"1783","1783","0",108.2000,"659",2.7000
E01001258,Ealing 010B,E02000247,Ealing 010,E09000009,Ealing,E12000007,London,"1690","1690","0",79.6000,"634",2.7000
E01001259,Ealing 014B,E02000251,Ealing 014,E09000009,Ealing,E12000007,London,"1457","1457","0",55.8000,"510",2.9000
